Event Name,Event Date,Result,Fighter1,Fighter2,KD,Strikes,TD,Sub,Weight Class,Method,Round,Time
UFC Fight Night: Sandhagen vs. Font,"August 05, 2023",Sean Woodson,Sean Woodson,Dennis Buzukja,0-0,71-42,4-0,0-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Font,"August 05, 2023",Asu Almabayev,Asu Almabayev,Ode Osbourne,0-0,26-4,2-0,2-0,Flyweight,SUB-Rear-Naked-Choke,2,3:11
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023",Justin Gaethje,Justin Gaethje,Dustin Poirier,1-0,41-27,0-0,0-0,Lightweight,KO/TKO-Kick,2,1:00
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023",Alex Pereira,Alex Pereira,Jan Blachowicz,0-0,70-52,0-3,1-2,Light Heavyweight,S-DEC,3,5:00
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023",Derrick Lewis,Derrick Lewis,Marcos Rogerio de Lima,1-0,17-1,0-0,0-0,Heavyweight,KO/TKO-Punches,1,0:33
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023",King Green,King Green,Tony Ferguson,0-0,137-54,0-0,1-0,Lightweight,SUB-Arm-Triangle,3,4:54
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023",Kevin Holland,Kevin Holland,Michael Chiesa,0-0,9-4,0-0,1-0,Welterweight,SUB-D'Arce-Choke,1,2:39
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023",Gabriel Bonfim,Gabriel Bonfim,Trevin Giles,0-0,3-1,1-0,1-0,Welterweight,SUB-Guillotine-Choke,1,1:13
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023",CJ Vergara,CJ Vergara,Vinicius Salvador,0-0,109-88,0-0,0-0,Flyweight,U-DEC,3,5:00
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023",Roman Kopylov,Roman Kopylov,Claudio Ribeiro,1-0,32-32,0-0,0-0,Middleweight,KO/TKO-Kick,2,0:33
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023",Jake Matthews,Jake Matthews,Darrius Flowers,0-0,60-36,0-1,1-0,Welterweight,SUB-Rear-Naked-Choke,2,2:37
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023",Uros Medic,Uros Medic,Matthew Semelsberger,1-1,69-52,1-0,0-0,Welterweight,KO/TKO-Spinning-Back-Elbow,3,2:36
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023",Miranda Maverick,Miranda Maverick,Priscila Cachoeira,0-0,36-11,3-0,1-0,Women's Flyweight,SUB-Armbar,3,2:11
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",Tom Aspinall,Tom Aspinall,Marcin Tybura,1-0,13-4,0-0,0-0,Heavyweight,KO/TKO-Punch,1,1:13
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",Julija Stoliarenko,Julija Stoliarenko,Molly McCann,0-0,9-6,1-0,1-0,Women's Flyweight,SUB-Armbar,1,1:55
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",Nathaniel Wood,Nathaniel Wood,Andre Fili,1-1,84-58,1-0,0-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",Paul Craig,Paul Craig,Andre Muniz,0-0,40-24,2-2,1-0,Middleweight,KO/TKO-Elbows,2,4:40
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",Fares Ziam,Fares Ziam,Jai Herbert,0-0,61-49,1-0,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",Lerone Murphy,Lerone Murphy,Josh Culibao,1-0,59-23,3-0,2-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",Daniel Marcos,Daniel Marcos,Davey Grant,0-0,48-70,1-0,0-0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",Jonny Parsons,Jonny Parsons,Danny Roberts,2-0,63-44,0-0,0-0,Welterweight,KO/TKO-Punches,2,4:57
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",Joel Alvarez,Joel Alvarez,Marc Diakiese,0-0,42-20,0-2,1-0,Lightweight,SUB-D'Arce-Choke,2,4:26
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",Mick Parkin,Mick Parkin,Jamal Pogues,0-0,95-36,0-0,0-0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",Makhmud Muradov,Makhmud Muradov,Bryan Barberena,2-0,54-28,13-0,0-0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",Ketlen Vieira,Ketlen Vieira,Pannie Kianzad,0-0,15-22,3-0,3-0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",Chris Duncan,Chris Duncan,Yanal Ashmouz,0-0,85-35,2-0,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",Bruna Brasil,Bruna Brasil,Shauna Bannon,0-0,56-54,2-0,0-0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023",Jafel Filho,Jafel Filho,Daniel Barez,0-1,21-18,1-0,1-0,Flyweight,SUB-Arm-Triangle,1,3:26
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",NC,Holly Holm,Mayra Bueno Silva,0-0,27-20,0-0,0-1,Women's Bantamweight,Overturned-Guillotine-Choke,2,0:38
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",Jack Della Maddalena,Jack Della Maddalena,Bassil Hafez,0-0,83-32,1-3,0-0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",Francisco Prado,Francisco Prado,Ottman Azaitar,1-0,38-14,0-0,0-0,Lightweight,KO/TKO-Punches,1,4:05
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",JunYong Park,JunYong Park,Albert Duraev,1-0,50-31,0-1,3-0,Middleweight,SUB-Rear-Naked-Choke,2,4:45
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",Norma Dumont,Norma Dumont,Chelsea Chandler,0-0,47-22,3-1,0-0,Women's Featherweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",Nazim Sadykhov,Nazim Sadykhov,Terrance McKinney,0-0,8-6,0-2,1-0,Lightweight,SUB-Rear-Naked-Choke,2,1:07
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",Melsik Baghdasaryan,Melsik Baghdasaryan,Tucker Lutz,0-0,64-36,0-3,0-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",Viktoriia Dudakova,Viktoriia Dudakova,Istela Nunes,0-0,3-2,1-0,0-0,Women's Strawweight,KO/TKO,1,0:34
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",Melquizael Costa,Melquizael Costa,Austin Lingo,0-0,100-39,3-0,1-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",Evan Elder,Evan Elder,Genaro Valdez,1-1,96-64,1-0,1-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",Azat Maksum,Azat Maksum,Tyson Nam,0-0,46-81,2-0,0-0,Flyweight,S-DEC,3,5:00
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",Alexander Munoz,Alexander Munoz,Carl Deaton,1-0,44-37,3-0,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Bueno Silva,"July 15, 2023",Ailin Perez,Ailin Perez,Ashlee Evans-Smith,0-0,60-12,10-0,0-0,Women's Bantamweight,U-DEC,3,5:00
UFC 290: Volkanovski vs. Rodriguez,"July 08, 2023",Alexander Volkanovski,Alexander Volkanovski,Yair Rodriguez,0-0,66-40,7-0,0-0,Featherweight,KO/TKO-Punches,3,4:19
UFC 290: Volkanovski vs. Rodriguez,"July 08, 2023",Alexandre Pantoja,Alexandre Pantoja,Brandon Moreno,1-0,129-147,6-2,0-0,Flyweight,S-DEC,5,5:00
UFC 290: Volkanovski vs. Rodriguez,"July 08, 2023",Dricus Du Plessis,Dricus Du Plessis,Robert Whittaker,1-0,62-31,1-1,0-0,Middleweight,KO/TKO-Punches,2,2:23
UFC 290: Volkanovski vs. Rodriguez,"July 08, 2023",Dan Hooker,Dan Hooker,Jalin Turner,1-0,125-100,0-1,1-0,Lightweight,S-DEC,3,5:00
UFC 290: Volkanovski vs. Rodriguez,"July 08, 2023",Bo Nickal,Bo Nickal,Val Woodburn,1-0,7-2,0-0,0-0,Middleweight,KO/TKO-Punches,1,0:38
UFC 290: Volkanovski vs. Rodriguez,"July 08, 2023",Robbie Lawler,Robbie Lawler,Niko Price,1-0,8-2,0-0,0-0,Welterweight,KO/TKO-Punches,1,0:38
UFC 290: Volkanovski vs. Rodriguez,"July 08, 2023",Tatsuro Taira,Tatsuro Taira,Edgar Chairez,0-1,61-25,2-0,1-2,Catch Weight,U-DEC,3,5:00
UFC 290: Volkanovski vs. Rodriguez,"July 08, 2023",Denise Gomes,Denise Gomes,Yazmin Jauregui,1-0,17-0,0-0,0-0,Women's Strawweight,KO/TKO-Punches,1,0:20
UFC 290: Volkanovski vs. Rodriguez,"July 08, 2023",Alonzo Menifield,Alonzo Menifield,Jimmy Crute,0-0,21-26,0-1,1-0,Light Heavyweight,SUB-Guillotine-Choke,2,1:55
UFC 290: Volkanovski vs. Rodriguez,"July 08, 2023",Vitor Petrino,Vitor Petrino,Marcin Prachnio,0-0,44-55,4-0,2-0,Light Heavyweight,SUB-Arm-Triangle,3,3:42
UFC 290: Volkanovski vs. Rodriguez,"July 08, 2023",Cameron Saaiman,Cameron Saaiman,Terrence Mitchell,0-0,18-3,2-1,1-0,Bantamweight,KO/TKO-Punches,1,3:10
UFC 290: Volkanovski vs. Rodriguez,"July 08, 2023",Jesus Aguilar,Jesus Aguilar,Shannon Ross,1-0,2-2,0-0,0-0,Flyweight,KO/TKO-Punch,1,0:17
UFC 290: Volkanovski vs. Rodriguez,"July 08, 2023",Esteban Ribovics,Esteban Ribovics,Kamuela Kirk,0-0,115-56,2-3,0-1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Magomedov,"July 01, 2023",Sean Strickland,Sean Strickland,Abus Magomedov,1-0,81-47,0-1,0-0,Middleweight,KO/TKO-Punches,2,4:20
UFC Fight Night: Strickland vs. Magomedov,"July 01, 2023",Grant Dawson,Grant Dawson,Damir Ismagulov,0-0,30-13,3-0,1-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Magomedov,"July 01, 2023",Michael Morales,Michael Morales,Max Griffin,0-0,72-36,1-0,0-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Magomedov,"July 01, 2023",Ariane da Silva,Ariane da Silva,Melissa Gatto,0-0,66-85,1-0,0-0,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Strickland vs. Magomedov,"July 01, 2023",Benoit Saint Denis,Benoit Saint Denis,Ismael Bonfim,0-0,13-14,2-0,2-0,Lightweight,SUB-Rear-Naked-Choke,1,4:48
UFC Fight Night: Strickland vs. Magomedov,"July 01, 2023",Nursulton Ruziboev,Nursulton Ruziboev,Brunno Ferreira,0-0,6-3,1-0,0-0,Middleweight,KO/TKO-Punches,1,1:17
UFC Fight Night: Strickland vs. Magomedov,"July 01, 2023",Rinat Fakhretdinov,Rinat Fakhretdinov,Kevin Lee,1-0,11-3,0-0,1-0,Welterweight,SUB-Guillotine-Choke,1,0:55
UFC Fight Night: Strickland vs. Magomedov,"July 01, 2023",Joanderson Brito,Joanderson Brito,Westin Wilson,0-0,22-4,1-0,0-2,Featherweight,KO/TKO-Punches,1,2:54
UFC Fight Night: Strickland vs. Magomedov,"July 01, 2023",Karol Rosa,Karol Rosa,Yana Santos,0-0,66-95,1-0,0-0,Women's Featherweight,S-DEC,3,5:00
UFC Fight Night: Strickland vs. Magomedov,"July 01, 2023",Elves Brener,Elves Brener,Guram Kutateladze,1-0,65-85,2-1,0-0,Lightweight,KO/TKO-Punch,3,3:17
UFC Fight Night: Strickland vs. Magomedov,"July 01, 2023",Luana Carolina,Luana Carolina,Ivana Petrovic,0-0,41-22,1-2,0-2,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Magomedov,"July 01, 2023",Alexandr Romanov,Alexandr Romanov,Blagoy Ivanov,0-0,85-44,2-0,0-0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Emmett vs. Topuria,"June 24, 2023",Ilia Topuria,Ilia Topuria,Josh Emmett,1-0,152-87,3-0,0-0,Featherweight,U-DEC,5,5:00
UFC Fight Night: Emmett vs. Topuria,"June 24, 2023",Maycee Barber,Maycee Barber,Amanda Ribas,0-0,81-35,0-2,0-0,Women's Flyweight,KO/TKO-Elbows,2,3:42
UFC Fight Night: Emmett vs. Topuria,"June 24, 2023",NC,Austen Lane,Justin Tafa,0-0,3-0,0-0,0-0,Heavyweight,CNC,1,0:29
UFC Fight Night: Emmett vs. Topuria,"June 24, 2023",David Onama,David Onama,Gabriel Santos,1-0,53-39,0-2,0-2,Featherweight,KO/TKO-Punch,2,4:13
UFC Fight Night: Emmett vs. Topuria,"June 24, 2023",Brendan Allen,Brendan Allen,Bruno Silva,1-0,30-20,0-0,1-0,Middleweight,SUB-Rear-Naked-Choke,1,4:39
